# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_3	cds	89202	89870	+	BOFHPH_00866	354.0	2.6e-123	0.991	0.856	0.727	UniRef:UniRef50_Q8A9P6
contig_3	cds	89937	91949	+	BOFHPH_00867	990.0	0.0	1.001	0.808	0.697	UniRef:UniRef50_Q7MTY4
contig_3	cds	92018	93715	-	BOFHPH_00868	754.0	4.9e-270	0.995	0.920	0.637	UniRef:UniRef50_A0A174L0L6
contig_3	cds	93727	94785	-	BOFHPH_00869	-	-	-	-	-	-
contig_3	cds	94776	95576	-	BOFHPH_00870	360.0	2.3e-124	0.962	0.918	0.660	UniRef:UniRef50_U6RMB5
contig_3	cds	95757	96965	-	BOFHPH_00871	610.0	4.3e-218	0.993	0.845	0.797	UniRef:UniRef50_A0A389LWS1
contig_3	cds	97189	98691	+	BOFHPH_00872	662.0	1.5e-235	1.002	0.921	0.639	UniRef:UniRef50_A0A6N7MBW3
contig_3	cds	98779	99357	+	BOFHPH_00873	332.0	4.0e-116	0.995	0.990	0.817	UniRef:UniRef50_I9S3T9
contig_3	cds	99429	100142	+	BOFHPH_00874	427.0	9.4e-152	1.0	0.937	0.852	UniRef:UniRef50_I9K412
contig_3	cds	100346	100939	+	BOFHPH_00875	390.0	5.3e-139	1.0	1.0	1.0	UniRef:UniRef50_I8XGB3
contig_3	cds	101022	101231	-	BOFHPH_00876	-	-	-	-	-	-
contig_3	cds	101955	102125	-	BOFHPH_00877	88.2	1.4e-23	0.982	0.965	0.800	UniRef:UniRef50_I8XIL8
contig_3	cds	102166	103035	-	BOFHPH_00878	357.0	6.1e-122	1.014	0.825	0.631	UniRef:UniRef50_A0A933W8D2
contig_3	cds	103032	104180	-	BOFHPH_00879	570.0	6.0e-204	0.997	0.984	0.753	UniRef:UniRef50_A0A1M4Y6M5
contig_3	cds	104436	105323	-	BOFHPH_00880	422.0	3.1e-147	1.010	0.844	0.718	UniRef:UniRef50_A0A1I2Q1S0
contig_3	cds	105426	106259	-	BOFHPH_00881	316.0	3.6e-106	0.946	0.804	0.615	UniRef:UniRef50_B3JQU5
contig_3	cds	106602	107333	+	BOFHPH_00882	311.0	8.6e-106	0.955	0.841	0.647	UniRef:UniRef50_K5CFL8
contig_3	cds	107384	108889	+	BOFHPH_00883	553.0	1.2e-192	0.978	0.893	0.553	UniRef:UniRef50_A0A1Q2HNS9
contig_3	cds	108982	110301	+	BOFHPH_00884	532.0	9.6e-186	1.200	0.992	0.512	UniRef:UniRef50_A0A0J0YE19
contig_3	cds	110366	111814	+	BOFHPH_00885	561.0	4.2e-196	0.992	0.882	0.605	UniRef:UniRef50_Q8A9M1
contig_3	cds	112368	113576	-	BOFHPH_00886	472.0	9.0e-164	0.955	0.857	0.576	UniRef:UniRef50_F5J3T1
contig_3	cds	113682	115223	+	BOFHPH_00887	672.0	1.3e-238	0.984	0.860	0.634	UniRef:UniRef50_A0A0P0LBD8
contig_3	cds	115339	115971	+	BOFHPH_00888	234.0	8.4e-77	1.014	0.977	0.573	UniRef:UniRef50_A0A518ETH2
contig_3	cds	116182	116427	+	BOFHPH_00889	93.2	1.1e-24	0.988	0.833	0.538	UniRef:UniRef50_I8XAW2
contig_3	cds	116500	117891	-	BOFHPH_00890	573.0	4.8e-202	1.006	0.969	0.584	UniRef:UniRef50_K5Z6W0
contig_3	cds	117907	118692	-	BOFHPH_00891	284.0	1.7e-94	1.111	0.997	0.500	UniRef:UniRef50_A0A948WXL6
contig_3	cds	118689	119645	-	BOFHPH_00892	374.0	8.6e-129	0.918	0.939	0.627	UniRef:UniRef50_Q8A7C1
contig_3	cds	119827	121092	+	BOFHPH_00893	833.0	9.2e-307	1.0	1.0	0.993	UniRef:UniRef50_I9K3Z4
contig_3	cds	121159	122208	-	BOFHPH_00894	409.0	2.4e-141	0.991	0.956	0.621	UniRef:UniRef50_F9Z454
contig_3	cds	122434	125859	+	BOFHPH_00895	1598.0	0.0	0.988	0.963	0.681	UniRef:UniRef50_K9ENV3
contig_3	cds	125895	126275	+	BOFHPH_00896	155.0	1.1e-47	1.008	0.841	0.654	UniRef:UniRef50_X6Q112
contig_3	cds	126390	127022	+	BOFHPH_00897	256.0	3.0e-85	0.967	0.914	0.586	UniRef:UniRef50_A0A0P0G174
contig_3	cds	127033	128079	+	BOFHPH_00898	368.0	3.7e-125	0.986	0.983	0.554	UniRef:UniRef50_I9K3Z1
contig_3	cds	128088	128420	+	BOFHPH_00899	-	-	-	-	-	-
contig_3	cds	128374	129135	-	BOFHPH_00900	392.0	4.7e-137	0.976	0.826	0.777	UniRef:UniRef50_K9ENU9
contig_3	cds	129446	129964	+	BOFHPH_00901	331.0	3.4e-116	1.0	1.0	1.0	UniRef:UniRef50_I9VFS1
contig_3	cds	130085	132397	+	BOFHPH_00902	1026.0	0.0	0.999	0.964	0.648	UniRef:UniRef50_Q8A9K1
contig_3	cds	132479	133033	-	BOFHPH_00903	283.0	1.3e-96	1.0	0.860	0.766	UniRef:UniRef50_A0A1Y4HQP2
contig_3	cds	133155	133592	-	BOFHPH_00904	213.0	3.3e-70	0.986	0.894	0.720	UniRef:UniRef50_A6LI98
contig_3	cds	133999	134109	+	BOFHPH_00905	-	-	-	-	-	-
contig_3	cds	134162	134689	-	BOFHPH_00906	208.0	3.6e-67	0.977	0.814	0.602	UniRef:UniRef50_U6RJX9
contig_3	tRNA	135447	135519	-	BOFHPH_00907	73.1	-	-	-	-	-
contig_3	cds	136039	137181	+	BOFHPH_00908	583.0	9.7e-209	0.863	0.832	0.826	UniRef:UniRef50_I9A7Z0
contig_3	cds	137304	138515	-	BOFHPH_00909	659.0	7.7e-238	0.995	0.944	0.835	UniRef:UniRef50_K9ETU9
contig_3	tRNA	138777	138849	-	BOFHPH_00910	73.1	-	-	-	-	-
contig_3	cds	138937	139740	-	BOFHPH_00911	384.0	6.5e-134	0.993	0.914	0.709	UniRef:UniRef50_A0A174LCK3
contig_3	cds	139822	141210	-	BOFHPH_00912	534.0	2.1e-186	1.067	0.980	0.562	UniRef:UniRef50_F8WX86
contig_3	cds	141359	142765	-	BOFHPH_00913	624.0	5.6e-222	1.011	0.959	0.605	UniRef:UniRef50_A0A1N7QUF3
contig_3	cds	143129	143665	-	BOFHPH_00914	301.0	6.1e-104	0.989	0.884	0.835	UniRef:UniRef50_A0A7G1HXH7
contig_3	cds	143677	144738	-	BOFHPH_00915	368.0	9.7e-125	1.074	0.990	0.533	UniRef:UniRef50_W4UUV7
contig_3	cds	144897	145445	+	BOFHPH_00916	261.0	1.1e-87	1.0	0.820	0.687	UniRef:UniRef50_A0A9D5NVV0
contig_3	cds	145469	146782	+	BOFHPH_00917	577.0	2.3e-203	0.963	0.807	0.660	UniRef:UniRef50_Q74C59
contig_3	cds	146903	147724	+	BOFHPH_00918	319.0	5.0e-108	0.971	0.892	0.589	UniRef:UniRef50_E6STQ1
contig_3	cds	147795	149051	-	BOFHPH_00919	542.0	8.4e-191	0.945	0.840	0.678	UniRef:UniRef50_A0A4P7VHD0
contig_3	cds	149132	150355	-	BOFHPH_00920	509.0	3.4e-178	0.990	0.872	0.648	UniRef:UniRef50_F9D078
contig_3	cds	150626	151135	+	BOFHPH_00921	210.0	2.6e-68	0.959	0.853	0.667	UniRef:UniRef50_U6RL54
contig_3	cds	151300	152397	-	BOFHPH_00922	533.0	6.2e-189	0.992	0.858	0.721	UniRef:UniRef50_U6RM03
contig_3	cds	152402	153532	-	BOFHPH_00923	545.0	5.2e-193	0.995	0.829	0.701	UniRef:UniRef50_A0A1A9I4A1
contig_3	cds	153529	155997	-	BOFHPH_00924	968.0	0.0	0.976	0.926	0.613	UniRef:UniRef50_F1ZRR1
contig_3	cds	156182	156895	+	BOFHPH_00925	288.0	7.0e-97	1.008	0.888	0.632	UniRef:UniRef50_Q8A9H7
contig_3	cds	156983	157234	-	BOFHPH_00926	166.0	1.8e-53	1.0	0.883	0.988	UniRef:UniRef50_A0A0I9S8B8
contig_3	cds	157834	158010	+	BOFHPH_00927	-	-	-	-	-	-
contig_3	cds	158215	158745	-	BOFHPH_00928	356.0	5.7e-126	1.0	1.0	1.0	UniRef:UniRef50_A0A0I9RRY6
contig_3	cds	158906	159271	-	BOFHPH_00929	226.0	5.3e-76	0.992	0.882	0.992	UniRef:UniRef50_A0A0I9RS75
contig_3	cds	159715	160101	-	BOFHPH_00930	243.0	5.3e-83	1.0	1.0	1.0	UniRef:UniRef50_D1JND6
contig_3	cds	160108	160542	-	BOFHPH_00931	-	-	-	-	-	-
contig_3	cds	160626	161192	-	BOFHPH_00932	211.0	5.0e-68	1.005	0.955	0.593	UniRef:UniRef50_A0A7W6HYI2
contig_3	cds	161255	161755	-	BOFHPH_00933	198.0	1.2e-63	1.054	0.978	0.646	UniRef:UniRef50_Q64TX0
contig_3	cds	162120	162728	+	BOFHPH_00934	387.0	2.6e-137	1.0	1.0	0.975	UniRef:UniRef50_A0A015Y8W5
contig_3	cds	162732	162932	+	BOFHPH_00935	134.0	9.1e-42	1.0	0.985	1.0	UniRef:UniRef50_Q64TW9
contig_3	cds	162929	163219	+	BOFHPH_00936	181.0	3.1e-59	1.0	0.941	1.0	UniRef:UniRef50_A0A5C6KW82
contig_3	cds	163203	163436	+	BOFHPH_00937	154.0	3.6e-49	1.0	0.951	1.0	UniRef:UniRef50_E2N827
contig_3	cds	163460	163909	+	BOFHPH_00938	263.0	3.3e-90	1.020	1.0	0.934	UniRef:UniRef50_Q64TW7
contig_3	cds	163906	164271	+	BOFHPH_00939	187.0	1.1e-60	1.008	0.859	0.680	UniRef:UniRef50_L1NEQ3
contig_3	cds	164980	165426	+	BOFHPH_00940	196.0	1.3e-63	0.946	0.875	0.671	UniRef:UniRef50_G5SLE4
contig_3	cds	165440	166435	+	BOFHPH_00941	546.0	3.8e-196	0.997	0.973	0.773	UniRef:UniRef50_U6R812
contig_3	cds	166462	166611	+	BOFHPH_00942	-	-	-	-	-	-
contig_3	cds	166595	166789	-	BOFHPH_00943	-	-	-	-	-	-
contig_3	cds	166814	166912	+	BOFHPH_00944	-	-	-	-	-	-
contig_3	cds	166954	167142	+	BOFHPH_00945	126.0	1.1e-38	1.0	1.0	1.0	UniRef:UniRef50_A0A4Y1VLT2
contig_3	cds	167153	167371	+	BOFHPH_00946	140.0	1.1e-43	0.972	0.933	0.886	UniRef:UniRef50_Q5CZG0
contig_3	cds	167400	167612	+	BOFHPH_00947	-	-	-	-	-	-
contig_3	cds	167630	167797	+	BOFHPH_00948	-	-	-	-	-	-
contig_3	cds	167808	168209	+	BOFHPH_00949	195.0	1.0e-63	1.0	0.964	0.707	UniRef:UniRef50_A0A374W8A7
contig_3	cds	168263	168421	+	BOFHPH_00950	-	-	-	-	-	-
contig_3	cds	168456	168689	+	BOFHPH_00951	-	-	-	-	-	-
contig_3	cds	168738	169682	+	BOFHPH_00952	642.0	1.2e-234	1.0	1.0	0.987	UniRef:UniRef50_E5CGQ3
contig_3	cds	169711	170388	+	BOFHPH_00953	243.0	9.6e-80	0.933	0.963	0.548	UniRef:UniRef50_A0A5M5ZRB2
contig_3	cds	170392	170577	+	BOFHPH_00954	123.0	1.7e-37	1.0	1.0	0.984	UniRef:UniRef50_D1JNG1
contig_3	cds	170593	171084	+	BOFHPH_00955	340.0	2.7e-120	1.0	1.0	1.0	UniRef:UniRef50_A0A0I9RK12
contig_3	cds	171215	171646	+	BOFHPH_00956	285.0	5.0e-99	1.0	0.947	0.993	UniRef:UniRef50_A0A6L3GLH3
contig_3	cds	171687	172277	+	BOFHPH_00957	-	-	-	-	-	-
contig_3	cds	172232	172546	+	BOFHPH_00958	-	-	-	-	-	-
contig_3	cds	172573	174789	+	BOFHPH_00959	1446.0	0.0	1.0	1.0	0.988	UniRef:UniRef50_Q64TU8
contig_3	cds	174849	175667	+	BOFHPH_00960	556.0	6.7e-202	1.0	1.0	1.0	UniRef:UniRef50_F7LY40
contig_3	cds	175828	176763	+	BOFHPH_00961	563.0	9.2e-203	1.0	0.850	0.965	UniRef:UniRef50_U6R806
contig_3	cds	176917	177258	+	BOFHPH_00962	215.0	2.4e-72	1.0	1.0	0.991	UniRef:UniRef50_Q64TU5
contig_3	cds	177239	177916	+	BOFHPH_00963	231.0	3.1e-75	0.987	0.982	0.572	UniRef:UniRef50_A0AAQ0Q914
contig_3	cds	177882	179588	+	BOFHPH_00964	651.0	7.7e-230	0.967	0.953	0.601	UniRef:UniRef50_U6R7E6
contig_3	cds	180170	180640	+	BOFHPH_00965	300.0	4.9e-104	1.0	0.876	1.0	UniRef:UniRef50_Q64TU2
contig_3	cds	180642	181184	+	BOFHPH_00966	330.0	5.4e-115	1.0	0.853	0.956	UniRef:UniRef50_A0A0E2AQN2
contig_3	cds	181160	181450	+	BOFHPH_00967	-	-	-	-	-	-
contig_3	cds	181454	182806	+	BOFHPH_00968	641.0	9.8e-230	1.007	0.998	0.673	UniRef:UniRef50_F7LPI4
contig_3	cds	182827	183378	+	BOFHPH_00969	348.0	1.1e-122	1.0	1.0	0.984	UniRef:UniRef50_A0A015V4Z3
contig_3	cds	183860	184801	+	BOFHPH_00970	-	-	-	-	-	-
contig_3	cds	184804	185604	+	BOFHPH_00971	534.0	2.7e-193	1.0	0.974	0.974	UniRef:UniRef50_F7LPI7
contig_3	cds	185601	185996	+	BOFHPH_00972	-	-	-	-	-	-
contig_3	cds	186009	186452	+	BOFHPH_00973	218.0	4.8e-72	0.993	0.930	0.678	UniRef:UniRef50_U6R800
contig_3	cds	186449	186913	+	BOFHPH_00974	301.0	3.4e-105	1.0	1.0	0.981	UniRef:UniRef50_F7LPJ0
contig_3	cds	186975	191033	+	BOFHPH_00975	2389.0	0.0	1.0	0.966	0.988	UniRef:UniRef50_E2N7C2
contig_3	cds	191044	193146	+	BOFHPH_00976	1203.0	0.0	0.870	0.820	0.974	UniRef:UniRef50_Q5LCM8
contig_3	cds	193409	194602	+	BOFHPH_00977	772.0	3.7e-283	1.0	0.995	0.977	UniRef:UniRef50_Q5LCM7
contig_3	cds	194697	195320	+	BOFHPH_00978	157.0	1.4e-46	1.014	0.972	0.500	UniRef:UniRef50_A0A015V4X1
contig_3	cds	195376	196002	-	BOFHPH_00979	283.0	5.2e-96	1.005	0.968	0.756	UniRef:UniRef50_A0A015V4X1
contig_3	cds	196161	196595	+	BOFHPH_00980	277.0	7.3e-96	1.0	0.980	0.938	UniRef:UniRef50_F7LPJ6
contig_3	cds	197209	197547	+	BOFHPH_00981	107.0	1.4e-29	0.991	0.982	0.550	UniRef:UniRef50_Q8A9N6
contig_3	cds	198644	198733	+	BOFHPH_00982	-	-	-	-	-	-
contig_3	cds	198716	199120	-	BOFHPH_00983	184.0	2.4e-59	0.970	0.897	0.746	UniRef:UniRef50_I9EIX4
contig_3	cds	199185	200414	+	BOFHPH_00984	725.0	3.2e-263	1.147	1.0	0.806	UniRef:UniRef50_U6R7J2
contig_3	cds	200434	201645	+	BOFHPH_00985	500.0	5.7e-175	0.990	0.909	0.622	UniRef:UniRef50_U6R7P3
contig_3	cds	201730	202023	-	BOFHPH_00986	103.0	2.3e-28	0.979	0.888	0.537	UniRef:UniRef50_G5GB23
contig_3	cds	202239	202358	-	BOFHPH_00987	-	-	-	-	-	-
contig_3	cds	203714	204547	+	BOFHPH_00988	506.0	1.0e-181	1.007	0.906	0.878	UniRef:UniRef50_Q8A4Z7
contig_3	cds	204580	205860	+	BOFHPH_00989	865.0	0.0	0.988	0.984	1.0	UniRef:UniRef50_A0A642C7P0
contig_3	cds	205866	206261	+	BOFHPH_00990	220.0	1.0e-73	0.832	0.807	1.0	UniRef:UniRef50_Q8A4Z5
contig_3	cds	206612	206869	+	BOFHPH_00991	172.0	5.3e-56	1.0	1.0	0.988	UniRef:UniRef50_Q8A4Z3
contig_3	cds	206795	207487	-	BOFHPH_00992	-	-	-	-	-	-
contig_3	cds	207661	208149	-	BOFHPH_00993	-	-	-	-	-	-
contig_3	cds	209034	210203	-	BOFHPH_00994	775.0	1.8e-284	0.997	0.965	0.964	UniRef:UniRef50_A0A0F5JDM1
contig_3	cds	210295	212163	-	BOFHPH_00995	782.0	3.7e-278	0.965	0.820	0.628	UniRef:UniRef50_A0A212JQH2
contig_3	cds	212191	214158	-	BOFHPH_00996	1325.0	0.0	0.994	0.988	0.997	UniRef:UniRef50_Q8A4Y8
contig_3	cds	214231	215949	-	BOFHPH_00997	637.0	5.4e-224	1.002	0.976	0.548	UniRef:UniRef50_K5Z6Y4
contig_3	cds	215961	219365	-	BOFHPH_00998	2246.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_K6ANY0
contig_3	cds	219526	220494	-	BOFHPH_00999	351.0	1.9e-119	0.972	0.969	0.578	UniRef:UniRef50_K9EH60
contig_3	cds	220564	221133	-	BOFHPH_01000	226.0	3.3e-74	0.968	0.915	0.628	UniRef:UniRef50_B6W1B5
contig_3	cds	221346	221510	-	BOFHPH_01001	-	-	-	-	-	-
contig_3	cds	222486	223400	+	BOFHPH_01002	560.0	1.4e-201	0.993	0.834	0.897	UniRef:UniRef50_Q8A4Y2
contig_3	cds	223683	223946	-	BOFHPH_01003	-	-	-	-	-	-
contig_3	cds	224126	224536	+	BOFHPH_01004	258.0	1.5e-88	1.0	1.0	1.0	UniRef:UniRef50_Q8A4Y0
contig_3	cds	224685	224804	+	BOFHPH_01005	77.8	5.8e-20	1.0	1.0	1.0	UniRef:UniRef50_A0A016AHN4
contig_3	cds	224805	225002	+	BOFHPH_01006	124.0	2.1e-37	1.0	0.855	0.985	UniRef:UniRef50_B3JLY5
contig_3	cds	225018	225311	+	BOFHPH_01007	104.0	9.7e-29	0.979	0.833	0.537	UniRef:UniRef50_A6LA01
contig_3	cds	225470	225763	-	BOFHPH_01008	156.0	2.3e-49	1.0	0.890	0.990	UniRef:UniRef50_Q8A4X8
contig_3	cds	226422	226958	-	BOFHPH_01009	266.0	2.7e-90	0.949	0.867	0.746	UniRef:UniRef50_A0A7X6YT17
contig_3	cds	227011	227805	-	BOFHPH_01010	412.0	4.8e-145	0.970	0.941	0.734	UniRef:UniRef50_U6RA63
contig_3	cds	227837	230395	-	BOFHPH_01011	1189.0	0.0	1.002	0.970	0.655	UniRef:UniRef50_A0A1F1EHH8
contig_3	cds	230423	232669	-	BOFHPH_01012	783.0	3.3e-276	1.004	0.992	0.549	UniRef:UniRef50_K5YH40
contig_3	cds	232683	233669	-	BOFHPH_01013	434.0	2.0e-151	1.0	0.884	0.692	UniRef:UniRef50_A0A098C338
contig_3	cds	233692	234189	-	BOFHPH_01014	216.0	4.8e-71	1.0	0.954	0.642	UniRef:UniRef50_A0A174LJX1
contig_3	cds	234291	234719	-	BOFHPH_01015	257.0	1.1e-87	1.0	0.910	0.993	UniRef:UniRef50_H1Q1D3
contig_3	cds	234795	235544	-	BOFHPH_01016	367.0	3.9e-127	0.984	0.801	0.710	UniRef:UniRef50_Q8P7A1
contig_3	cds	235558	236607	-	BOFHPH_01017	550.0	3.0e-196	0.989	0.844	0.762	UniRef:UniRef50_P0A991
contig_3	cds	236636	237118	-	BOFHPH_01018	229.0	2.8e-76	0.988	0.903	0.684	UniRef:UniRef50_E1WS50
contig_3	cds	237169	237816	-	BOFHPH_01019	412.0	1.1e-146	1.0	0.892	1.0	UniRef:UniRef50_A0A380ZFM2
contig_3	cds	237919	238347	-	BOFHPH_01020	281.0	2.4e-97	1.0	0.934	0.958	UniRef:UniRef50_Q8A8Q8
contig_3	cds	239204	239383	+	BOFHPH_01021	117.0	4.2e-35	1.0	0.808	1.0	UniRef:UniRef50_A0A139LGL2
contig_3	cds	239503	239805	+	BOFHPH_01022	218.0	5.4e-74	1.0	1.0	0.990	UniRef:UniRef50_A0A412T6S2
contig_3	cds	239947	240486	-	BOFHPH_01023	248.0	1.1e-83	0.804	0.993	0.854	UniRef:UniRef50_A0A1C5TQX0
contig_3	cds	241194	241400	-	BOFHPH_01024	-	-	-	-	-	-
contig_3	cds	241591	241896	-	BOFHPH_01025	103.0	3.1e-28	1.119	1.0	0.540	UniRef:UniRef50_S0F8U6
contig_3	cds	242039	242446	+	BOFHPH_01026	268.0	2.2e-92	1.0	1.0	1.0	UniRef:UniRef50_A0A139LGG9
contig_3	cds	242545	243162	-	BOFHPH_01027	421.0	6.2e-151	1.0	1.0	0.995	UniRef:UniRef50_A0A6N2UQX4
contig_3	cds	243244	243339	-	BOFHPH_01028	-	-	-	-	-	-
contig_3	cds	243384	243677	+	BOFHPH_01029	-	-	-	-	-	-
contig_3	cds	243741	243920	-	BOFHPH_01030	109.0	6.1e-32	0.983	0.829	0.983	UniRef:UniRef50_A0A415PT73
contig_3	cds	244103	245197	-	BOFHPH_01031	-	-	-	-	-	-
contig_3	tRNA	245361	245435	-	BOFHPH_01032	75.5	-	-	-	-	-
contig_3	tRNA	245472	245546	-	BOFHPH_01033	76.1	-	-	-	-	-
contig_3	cds	245757	245975	-	BOFHPH_01034	83.2	4.0e-21	0.986	0.947	0.563	UniRef:UniRef50_I8ZLI4
contig_3	cds	246160	247110	+	BOFHPH_01035	318.0	5.0e-106	1.003	0.864	0.521	UniRef:UniRef50_I9GZC7
contig_3	cds	247119	247460	+	BOFHPH_01036	139.0	4.3e-42	0.965	0.916	0.716	UniRef:UniRef50_A0A401LTY9
contig_3	cds	247529	247702	+	BOFHPH_01037	-	-	-	-	-	-
contig_3	cds	247709	248986	-	BOFHPH_01038	528.0	1.6e-185	1.080	0.998	0.632	UniRef:UniRef50_A0A1C0WHG0
contig_3	cds	248983	250347	-	BOFHPH_01039	622.0	2.5e-221	1.004	0.910	0.702	UniRef:UniRef50_U6RM20
contig_3	cds	250665	252137	+	BOFHPH_01040	589.0	1.9e-207	0.943	0.880	0.649	UniRef:UniRef50_U6RJW9
contig_3	cds	252179	253429	+	BOFHPH_01041	550.0	7.9e-195	1.0	0.995	0.692	UniRef:UniRef50_R6ZLW3
contig_3	cds	253555	255987	+	BOFHPH_01042	1575.0	0.0	1.0	1.0	0.995	UniRef:UniRef50_A0A174UQZ7
contig_3	cds	256136	258484	+	BOFHPH_01043	886.0	2.2e-315	1.0	0.982	0.570	UniRef:UniRef50_A0A174R4A8
contig_3	cds	258497	260827	+	BOFHPH_01044	1507.0	0.0	1.0	1.0	0.996	UniRef:UniRef50_A0A2M9V1J5
contig_3	cds	260837	263227	+	BOFHPH_01045	1244.0	0.0	1.005	1.0	0.769	UniRef:UniRef50_A0A2M9V1S9
contig_3	cds	263393	265621	+	BOFHPH_01046	1447.0	0.0	1.0	1.0	0.995	UniRef:UniRef50_I9B551
contig_3	cds	265646	267979	+	BOFHPH_01047	1143.0	0.0	1.003	0.999	0.745	UniRef:UniRef50_I9K5H7
contig_3	cds	268005	268679	+	BOFHPH_01048	324.0	3.1e-111	0.987	0.822	0.729	UniRef:UniRef50_A0A174WZN8
contig_3	cds	268691	271033	+	BOFHPH_01049	766.0	2.6e-268	1.004	0.996	0.529	UniRef:UniRef50_Q8A9F1
contig_3	cds	271171	272355	-	BOFHPH_01050	573.0	4.8e-204	0.987	0.913	0.710	UniRef:UniRef50_Q8A9E5
contig_3	cds	272575	273633	+	BOFHPH_01051	572.0	3.1e-205	0.969	0.929	0.824	UniRef:UniRef50_A0A139JYD7
contig_3	cds	273717	275474	+	BOFHPH_01052	865.0	6.4e-315	0.877	1.0	0.809	UniRef:UniRef50_A0A949RC30
contig_3	cds	275475	275858	+	BOFHPH_01053	147.0	7.0e-45	1.0	0.888	0.583	UniRef:UniRef50_A6LAY0
contig_3	cds	275941	276825	-	BOFHPH_01054	385.0	3.1e-133	1.007	0.911	0.615	UniRef:UniRef50_A0A1W6K8Y6
contig_3	cds	276838	277953	-	BOFHPH_01055	672.0	2.7e-244	1.0	0.976	0.873	UniRef:UniRef50_Q64TP8
contig_3	cds	278028	278558	-	BOFHPH_01056	234.0	2.1e-77	0.983	0.805	0.630	UniRef:UniRef50_A0A1V5YTK8
contig_3	cds	278653	279273	+	BOFHPH_01057	239.0	8.8e-79	1.0	0.928	0.568	UniRef:UniRef50_A0A174UPG1
contig_3	cds	279278	280072	+	BOFHPH_01058	352.0	3.7e-121	0.977	0.884	0.713	UniRef:UniRef50_E6STN2
contig_3	cds	280079	280360	+	BOFHPH_01059	105.0	2.2e-29	0.925	0.827	0.547	UniRef:UniRef50_A0A3L7YWE9
contig_3	cds	280435	280818	+	BOFHPH_01060	154.0	2.8e-47	0.984	0.856	0.600	UniRef:UniRef50_A0A139K5Q9
contig_3	cds	280811	281224	-	BOFHPH_01061	254.0	5.7e-87	1.007	1.0	0.971	UniRef:UniRef50_I9B537
contig_3	cds	281330	282424	+	BOFHPH_01062	686.0	9.1e-250	1.0	0.915	0.931	UniRef:UniRef50_A0A1D3UV58
contig_3	cds	282430	283254	+	BOFHPH_01063	166.0	2.3e-48	0.978	0.975	0.575	UniRef:UniRef50_A0A1B1S6D8
contig_3	cds	283493	284899	+	BOFHPH_01064	676.0	1.1e-242	1.034	0.988	0.729	UniRef:UniRef50_Q8A9D1
contig_3	cds	284918	286057	+	BOFHPH_01065	533.0	3.7e-189	0.997	0.964	0.725	UniRef:UniRef50_A0A0F5ITC2
contig_3	cds	286062	289184	+	BOFHPH_01066	1112.0	0.0	1.002	0.981	0.557	UniRef:UniRef50_F9ZA12
contig_3	cds	289530	289979	-	BOFHPH_01067	206.0	3.2e-67	0.993	0.860	0.642	UniRef:UniRef50_A0A180FHB6
contig_3	cds	290044	290820	+	BOFHPH_01068	378.0	3.8e-132	0.992	1.0	0.691	UniRef:UniRef50_A0A7X8R5I9
contig_3	cds	290839	291858	+	BOFHPH_01069	-	-	-	-	-	-
contig_3	cds	291920	292159	+	BOFHPH_01070	-	-	-	-	-	-
contig_3	cds	293071	293526	+	BOFHPH_01071	-	-	-	-	-	-
contig_3	cds	293489	293629	+	BOFHPH_01072	-	-	-	-	-	-
contig_3	cds	293595	294371	+	BOFHPH_01073	305.0	9.8e-103	1.167	0.997	0.532	UniRef:UniRef50_A0A1I0PPS7
contig_3	cds	294359	295270	+	BOFHPH_01074	333.0	2.2e-112	0.990	0.912	0.550	UniRef:UniRef50_A4J560
contig_3	cds	295487	296164	-	BOFHPH_01075	314.0	1.4e-107	0.991	0.941	0.664	UniRef:UniRef50_Q11YV4
contig_3	cds	296241	298238	+	BOFHPH_01076	862.0	2.4e-309	1.065	0.996	0.627	UniRef:UniRef50_A0A9D9CRX5
contig_3	cds	298342	299235	+	BOFHPH_01077	394.0	9.0e-137	0.956	0.863	0.658	UniRef:UniRef50_A6L5G7
contig_3	tRNA	299472	299545	-	BOFHPH_01078	55.9	-	-	-	-	-
contig_3	tRNA	299563	299636	-	BOFHPH_01079	58.4	-	-	-	-	-
contig_3	tRNA	299655	299728	-	BOFHPH_01080	55.9	-	-	-	-	-
contig_3	cds	299808	302060	-	BOFHPH_01081	1198.0	0.0	1.0	0.912	0.768	UniRef:UniRef50_R6YJK0
contig_3	cds	302280	304325	-	BOFHPH_01082	954.0	0.0	1.003	0.953	0.687	UniRef:UniRef50_Q8A9B8
contig_3	cds	304450	306984	-	BOFHPH_01083	989.0	0.0	0.998	0.957	0.607	UniRef:UniRef50_R7A2W8
contig_3	cds	307330	309867	+	BOFHPH_01084	1249.0	0.0	0.987	0.969	0.752	UniRef:UniRef50_A0A7C6M1Q9
contig_3	cds	309900	311114	+	BOFHPH_01085	533.0	2.2e-188	1.0	0.995	0.676	UniRef:UniRef50_I8XIY2
contig_3	cds	311314	312435	-	BOFHPH_01086	593.0	5.7e-213	0.995	0.942	0.787	UniRef:UniRef50_F8X4N7
