locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMFCDEOL_00890	gene	1266				
GMFCDEOL_00890	CDS	1266				hypothetical protein
GMFCDEOL_00891	gene	1050	yhiM			
GMFCDEOL_00891	CDS	1050	yhiM			Inner membrane protein YhiM
GMFCDEOL_00892	gene	3426	ileS			
GMFCDEOL_00892	CDS	3426	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GMFCDEOL_00893	gene	381	dksA			
GMFCDEOL_00893	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
GMFCDEOL_00894	gene	633	lspA			
GMFCDEOL_00894	CDS	633	lspA	3.4.23.36		Lipoprotein signal peptidase
GMFCDEOL_00895	gene	1047				
GMFCDEOL_00895	CDS	1047				hypothetical protein
GMFCDEOL_00896	gene	333				
GMFCDEOL_00896	CDS	333				hypothetical protein
GMFCDEOL_00897	gene	762	rlmP			
GMFCDEOL_00897	CDS	762	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
GMFCDEOL_00898	gene	519				
GMFCDEOL_00898	CDS	519				hypothetical protein
GMFCDEOL_00899	gene	2313	bamA_1			
GMFCDEOL_00899	CDS	2313	bamA_1			Outer membrane protein assembly factor BamA
GMFCDEOL_00900	gene	555				
GMFCDEOL_00900	CDS	555				hypothetical protein
GMFCDEOL_00901	gene	438				
GMFCDEOL_00901	CDS	438				hypothetical protein
GMFCDEOL_00902	gene	111				
GMFCDEOL_00902	CDS	111				hypothetical protein
GMFCDEOL_00903	gene	528				
GMFCDEOL_00903	CDS	528				hypothetical protein
GMFCDEOL_00904	gene	74				
GMFCDEOL_00904	tRNA	74				tRNA-Lys(ctt)
GMFCDEOL_00905	gene	1143				
GMFCDEOL_00905	CDS	1143				hypothetical protein
GMFCDEOL_00906	gene	1212	entS			
GMFCDEOL_00906	CDS	1212	entS			Enterobactin exporter EntS
GMFCDEOL_00907	gene	74				
GMFCDEOL_00907	tRNA	74				tRNA-Lys(ctt)
GMFCDEOL_00908	gene	804	yycJ			
GMFCDEOL_00908	CDS	804	yycJ	3.1.11.-	COG1235	Exodeoxyribonuclease YycJ
GMFCDEOL_00909	gene	1389	mdtH			
GMFCDEOL_00909	CDS	1389	mdtH			Multidrug resistance protein MdtH
GMFCDEOL_00910	gene	1407	uxaC			
GMFCDEOL_00910	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
GMFCDEOL_00911	gene	537				
GMFCDEOL_00911	CDS	537				hypothetical protein
GMFCDEOL_00912	gene	1062				
GMFCDEOL_00912	CDS	1062				hypothetical protein
GMFCDEOL_00913	gene	549	rfbC_1			
GMFCDEOL_00913	CDS	549	rfbC_1	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
GMFCDEOL_00914	gene	1314	tuaD_1			
GMFCDEOL_00914	CDS	1314	tuaD_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
GMFCDEOL_00915	gene	822				
GMFCDEOL_00915	CDS	822				hypothetical protein
GMFCDEOL_00916	gene	1257	cshA_1			
GMFCDEOL_00916	CDS	1257	cshA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
GMFCDEOL_00917	gene	1224	serB			
GMFCDEOL_00917	CDS	1224	serB	3.1.3.3		Phosphoserine phosphatase
GMFCDEOL_00918	gene	510	resA_4			
GMFCDEOL_00918	CDS	510	resA_4			Thiol-disulfide oxidoreductase ResA
GMFCDEOL_00919	gene	1098				
GMFCDEOL_00919	CDS	1098				hypothetical protein
GMFCDEOL_00920	gene	1131	tgt			
GMFCDEOL_00920	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
GMFCDEOL_00921	gene	2469	lon			
GMFCDEOL_00921	CDS	2469	lon	3.4.21.53	COG0466	Lon protease
GMFCDEOL_00922	gene	714	yfiC			
GMFCDEOL_00922	CDS	714	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
GMFCDEOL_00923	gene	252				
GMFCDEOL_00923	CDS	252				hypothetical protein
GMFCDEOL_00924	gene	177				
GMFCDEOL_00924	CDS	177				hypothetical protein
GMFCDEOL_00925	gene	531				
GMFCDEOL_00925	CDS	531				hypothetical protein
GMFCDEOL_00926	gene	366				
GMFCDEOL_00926	CDS	366				hypothetical protein
GMFCDEOL_00927	gene	387				
GMFCDEOL_00927	CDS	387				hypothetical protein
GMFCDEOL_00928	gene	435				
GMFCDEOL_00928	CDS	435				hypothetical protein
GMFCDEOL_00929	gene	567				
GMFCDEOL_00929	CDS	567				hypothetical protein
GMFCDEOL_00930	gene	501				
GMFCDEOL_00930	CDS	501				hypothetical protein
GMFCDEOL_00931	gene	609				
GMFCDEOL_00931	CDS	609				hypothetical protein
GMFCDEOL_00932	gene	201				
GMFCDEOL_00932	CDS	201				hypothetical protein
GMFCDEOL_00933	gene	291				
GMFCDEOL_00933	CDS	291				hypothetical protein
GMFCDEOL_00934	gene	234				
GMFCDEOL_00934	CDS	234				hypothetical protein
GMFCDEOL_00935	gene	450				
GMFCDEOL_00935	CDS	450				hypothetical protein
GMFCDEOL_00936	gene	366				
GMFCDEOL_00936	CDS	366				hypothetical protein
GMFCDEOL_00937	gene	447				
GMFCDEOL_00937	CDS	447				hypothetical protein
GMFCDEOL_00938	gene	996				
GMFCDEOL_00938	CDS	996				hypothetical protein
GMFCDEOL_00939	gene	150				
GMFCDEOL_00939	CDS	150				hypothetical protein
GMFCDEOL_00940	gene	195				
GMFCDEOL_00940	CDS	195				hypothetical protein
GMFCDEOL_00941	gene	99				
GMFCDEOL_00941	CDS	99				hypothetical protein
GMFCDEOL_00942	gene	189				
GMFCDEOL_00942	CDS	189				hypothetical protein
GMFCDEOL_00943	gene	219				
GMFCDEOL_00943	CDS	219				hypothetical protein
GMFCDEOL_00944	gene	213				
GMFCDEOL_00944	CDS	213				hypothetical protein
GMFCDEOL_00945	gene	168				
GMFCDEOL_00945	CDS	168				hypothetical protein
GMFCDEOL_00946	gene	402				
GMFCDEOL_00946	CDS	402				hypothetical protein
GMFCDEOL_00947	gene	159				
GMFCDEOL_00947	CDS	159				hypothetical protein
GMFCDEOL_00948	gene	234				
GMFCDEOL_00948	CDS	234				hypothetical protein
GMFCDEOL_00949	gene	945				
GMFCDEOL_00949	CDS	945				hypothetical protein
GMFCDEOL_00950	gene	678				
GMFCDEOL_00950	CDS	678				hypothetical protein
GMFCDEOL_00951	gene	186				
GMFCDEOL_00951	CDS	186				hypothetical protein
GMFCDEOL_00952	gene	492				
GMFCDEOL_00952	CDS	492				hypothetical protein
GMFCDEOL_00953	gene	432				
GMFCDEOL_00953	CDS	432				hypothetical protein
GMFCDEOL_00954	gene	591				
GMFCDEOL_00954	CDS	591				hypothetical protein
GMFCDEOL_00955	gene	315				
GMFCDEOL_00955	CDS	315				hypothetical protein
GMFCDEOL_00956	gene	2217				
GMFCDEOL_00956	CDS	2217				hypothetical protein
GMFCDEOL_00957	gene	819				
GMFCDEOL_00957	CDS	819				hypothetical protein
GMFCDEOL_00958	gene	936				
GMFCDEOL_00958	CDS	936				hypothetical protein
GMFCDEOL_00959	gene	342				
GMFCDEOL_00959	CDS	342				hypothetical protein
GMFCDEOL_00960	gene	678				
GMFCDEOL_00960	CDS	678				hypothetical protein
GMFCDEOL_00961	gene	1707				
GMFCDEOL_00961	CDS	1707				hypothetical protein
GMFCDEOL_00962	gene	471				
GMFCDEOL_00962	CDS	471				hypothetical protein
GMFCDEOL_00963	gene	543				
GMFCDEOL_00963	CDS	543				hypothetical protein
GMFCDEOL_00964	gene	291				
GMFCDEOL_00964	CDS	291				hypothetical protein
GMFCDEOL_00965	gene	1353				
GMFCDEOL_00965	CDS	1353				hypothetical protein
GMFCDEOL_00966	gene	552				
GMFCDEOL_00966	CDS	552				hypothetical protein
GMFCDEOL_00967	gene	942				
GMFCDEOL_00967	CDS	942				hypothetical protein
GMFCDEOL_00968	gene	801				
GMFCDEOL_00968	CDS	801				hypothetical protein
GMFCDEOL_00969	gene	396				
GMFCDEOL_00969	CDS	396				hypothetical protein
GMFCDEOL_00970	gene	444				
GMFCDEOL_00970	CDS	444				hypothetical protein
GMFCDEOL_00971	gene	465				
GMFCDEOL_00971	CDS	465				hypothetical protein
GMFCDEOL_00972	gene	4059				
GMFCDEOL_00972	CDS	4059				hypothetical protein
GMFCDEOL_00973	gene	2103				
GMFCDEOL_00973	CDS	2103				hypothetical protein
GMFCDEOL_00974	gene	1194				
GMFCDEOL_00974	CDS	1194				hypothetical protein
GMFCDEOL_00975	gene	624				
GMFCDEOL_00975	CDS	624				hypothetical protein
GMFCDEOL_00976	gene	627				
GMFCDEOL_00976	CDS	627				hypothetical protein
GMFCDEOL_00977	gene	435				
GMFCDEOL_00977	CDS	435				hypothetical protein
GMFCDEOL_00978	gene	339				
GMFCDEOL_00978	CDS	339				hypothetical protein
GMFCDEOL_00979	gene	90				
GMFCDEOL_00979	CDS	90				hypothetical protein
GMFCDEOL_00980	gene	405				
GMFCDEOL_00980	CDS	405				hypothetical protein
GMFCDEOL_00981	gene	1230	xerC_6			
GMFCDEOL_00981	CDS	1230	xerC_6			Tyrosine recombinase XerC
GMFCDEOL_00982	gene	1212	xerC_7			
GMFCDEOL_00982	CDS	1212	xerC_7			Tyrosine recombinase XerC
GMFCDEOL_00983	gene	294				
GMFCDEOL_00983	CDS	294				hypothetical protein
GMFCDEOL_00984	gene	120				
GMFCDEOL_00984	CDS	120				hypothetical protein
GMFCDEOL_00985	gene	834				
GMFCDEOL_00985	CDS	834				hypothetical protein
GMFCDEOL_00986	gene	1281				
GMFCDEOL_00986	CDS	1281				hypothetical protein
GMFCDEOL_00987	gene	396				
GMFCDEOL_00987	CDS	396				hypothetical protein
GMFCDEOL_00988	gene	258				
GMFCDEOL_00988	CDS	258				hypothetical protein
GMFCDEOL_00989	gene	693				
GMFCDEOL_00989	CDS	693				hypothetical protein
GMFCDEOL_00990	gene	489				
GMFCDEOL_00990	CDS	489				hypothetical protein
GMFCDEOL_00991	gene	1170				
GMFCDEOL_00991	CDS	1170				hypothetical protein
GMFCDEOL_00992	gene	1869				
GMFCDEOL_00992	CDS	1869				hypothetical protein
GMFCDEOL_00993	gene	1968				
GMFCDEOL_00993	CDS	1968				hypothetical protein
GMFCDEOL_00994	gene	1719				
GMFCDEOL_00994	CDS	1719			COG0702	SusD-like protein P2
GMFCDEOL_00995	gene	3405	susC_7			
GMFCDEOL_00995	CDS	3405	susC_7		COG1629	TonB-dependent receptor SusC
GMFCDEOL_00996	gene	969				
GMFCDEOL_00996	CDS	969				hypothetical protein
GMFCDEOL_00997	gene	570				
GMFCDEOL_00997	CDS	570				hypothetical protein
GMFCDEOL_00998	gene	165				
GMFCDEOL_00998	CDS	165				hypothetical protein
GMFCDEOL_00999	gene	915				
GMFCDEOL_00999	CDS	915				hypothetical protein
GMFCDEOL_01000	gene	264				
GMFCDEOL_01000	CDS	264				hypothetical protein
GMFCDEOL_01001	gene	411				
GMFCDEOL_01001	CDS	411				hypothetical protein
GMFCDEOL_01002	gene	120				
GMFCDEOL_01002	CDS	120				hypothetical protein
GMFCDEOL_01003	gene	198				
GMFCDEOL_01003	CDS	198				hypothetical protein
GMFCDEOL_01004	gene	294				
GMFCDEOL_01004	CDS	294				hypothetical protein
GMFCDEOL_01005	gene	294	xerC_8			
GMFCDEOL_01005	CDS	294	xerC_8			Tyrosine recombinase XerC
GMFCDEOL_01006	gene	537	mgsA_1			
GMFCDEOL_01006	CDS	537	mgsA_1	4.2.3.3	COG1803	Methylglyoxal synthase
GMFCDEOL_01007	gene	795				
GMFCDEOL_01007	CDS	795				hypothetical protein
GMFCDEOL_01008	gene	2559	glgP_1			
GMFCDEOL_01008	CDS	2559	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
GMFCDEOL_01009	gene	2247	kefB_2			
GMFCDEOL_01009	CDS	2247	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
GMFCDEOL_01010	gene	987	pfkA_1			
GMFCDEOL_01010	CDS	987	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
GMFCDEOL_01011	gene	498	sigH			
GMFCDEOL_01011	CDS	498	sigH			ECF RNA polymerase sigma factor SigH
GMFCDEOL_01012	gene	429				
GMFCDEOL_01012	CDS	429				Acid shock protein
GMFCDEOL_01013	gene	750	gpmA_2			
GMFCDEOL_01013	CDS	750	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GMFCDEOL_01014	gene	1050	fbaB_2			
GMFCDEOL_01014	CDS	1050	fbaB_2	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
GMFCDEOL_01015	gene	483	ftnA_1			
GMFCDEOL_01015	CDS	483	ftnA_1	1.16.3.2		Bacterial non-heme ferritin
GMFCDEOL_01016	gene	648				
GMFCDEOL_01016	CDS	648				hypothetical protein
GMFCDEOL_01017	gene	429	ftnA_2			
GMFCDEOL_01017	CDS	429	ftnA_2	1.16.3.2		Bacterial non-heme ferritin
GMFCDEOL_01018	gene	180				
GMFCDEOL_01018	CDS	180				hypothetical protein
GMFCDEOL_01019	gene	303				
GMFCDEOL_01019	CDS	303				hypothetical protein
GMFCDEOL_01020	gene	540				
GMFCDEOL_01020	CDS	540				IS1182 family transposase ISMsp1
GMFCDEOL_01021	gene	207				
GMFCDEOL_01021	CDS	207				hypothetical protein
GMFCDEOL_01022	gene	306				
GMFCDEOL_01022	CDS	306				hypothetical protein
GMFCDEOL_01023	gene	408				
GMFCDEOL_01023	CDS	408				hypothetical protein
GMFCDEOL_01024	gene	618	apbE_1			
GMFCDEOL_01024	CDS	618	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
GMFCDEOL_01025	gene	96				
GMFCDEOL_01025	CDS	96				hypothetical protein
GMFCDEOL_01026	gene	294				
GMFCDEOL_01026	CDS	294				hypothetical protein
GMFCDEOL_01027	gene	180				
GMFCDEOL_01027	CDS	180				hypothetical protein
GMFCDEOL_01028	gene	1095				
GMFCDEOL_01028	CDS	1095				hypothetical protein
GMFCDEOL_01029	gene	76				
GMFCDEOL_01029	tRNA	76				tRNA-Pro(tgg)
GMFCDEOL_01030	gene	76				
GMFCDEOL_01030	tRNA	76				tRNA-Pro(tgg)
GMFCDEOL_01031	gene	219				
GMFCDEOL_01031	CDS	219				hypothetical protein
GMFCDEOL_01032	gene	951				
GMFCDEOL_01032	CDS	951				hypothetical protein
GMFCDEOL_01033	gene	342				
GMFCDEOL_01033	CDS	342				hypothetical protein
GMFCDEOL_01034	gene	174				
GMFCDEOL_01034	CDS	174				hypothetical protein
GMFCDEOL_01035	gene	1278	sasA_4			
GMFCDEOL_01035	CDS	1278	sasA_4	2.7.13.3		Adaptive-response sensory-kinase SasA
GMFCDEOL_01036	gene	1365	zraR_1			
GMFCDEOL_01036	CDS	1365	zraR_1			Transcriptional regulatory protein ZraR
GMFCDEOL_01037	gene	1473				
GMFCDEOL_01037	CDS	1473				hypothetical protein
GMFCDEOL_01038	gene	1251	mdtA_2			
GMFCDEOL_01038	CDS	1251	mdtA_2			Multidrug resistance protein MdtA
GMFCDEOL_01039	gene	2433				
GMFCDEOL_01039	CDS	2433				hypothetical protein
GMFCDEOL_01040	gene	2349				
GMFCDEOL_01040	CDS	2349				hypothetical protein
GMFCDEOL_01041	gene	2331				
GMFCDEOL_01041	CDS	2331				hypothetical protein
GMFCDEOL_01042	gene	2391				
GMFCDEOL_01042	CDS	2391				hypothetical protein
GMFCDEOL_01043	gene	2229				
GMFCDEOL_01043	CDS	2229				hypothetical protein
GMFCDEOL_01044	gene	2334				
GMFCDEOL_01044	CDS	2334				hypothetical protein
GMFCDEOL_01045	gene	675	yknY_3			
GMFCDEOL_01045	CDS	675	yknY_3	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
GMFCDEOL_01046	gene	2343				
GMFCDEOL_01046	CDS	2343				hypothetical protein
GMFCDEOL_01047	gene	1185	spt			
GMFCDEOL_01047	CDS	1185	spt	2.3.1.50	COG0156	Serine palmitoyltransferase
GMFCDEOL_01048	gene	1059	dagK_1			
GMFCDEOL_01048	CDS	1059	dagK_1	2.7.1.107		Diacylglycerol kinase
GMFCDEOL_01049	gene	1758	aspS			
GMFCDEOL_01049	CDS	1758	aspS	6.1.1.12		Aspartate--tRNA ligase
GMFCDEOL_01050	gene	384				
GMFCDEOL_01050	CDS	384				hypothetical protein
GMFCDEOL_01051	gene	885	ctu			
GMFCDEOL_01051	CDS	885	ctu	3.5.1.20	COG0388	Citrullinase
GMFCDEOL_01052	gene	1116	aguA			
GMFCDEOL_01052	CDS	1116	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
GMFCDEOL_01053	gene	531				
GMFCDEOL_01053	CDS	531				hypothetical protein
GMFCDEOL_01054	gene	621				
GMFCDEOL_01054	CDS	621			COG1132	putative ABC transporter ATP-binding/permease protein
GMFCDEOL_01055	gene	795	fetB			
GMFCDEOL_01055	CDS	795	fetB		COG0390	putative iron export permease protein FetB
GMFCDEOL_01056	gene	282				
GMFCDEOL_01056	CDS	282				hypothetical protein
GMFCDEOL_01057	gene	384				
GMFCDEOL_01057	CDS	384				hypothetical protein
GMFCDEOL_01058	gene	414				
GMFCDEOL_01058	CDS	414				hypothetical protein
GMFCDEOL_01059	gene	1095				
GMFCDEOL_01059	CDS	1095				GTP cyclohydrolase 1 type 2 
GMFCDEOL_01060	gene	825				
GMFCDEOL_01060	CDS	825				hypothetical protein
GMFCDEOL_01061	gene	1407	oprM_3			
GMFCDEOL_01061	CDS	1407	oprM_3			Outer membrane protein OprM
GMFCDEOL_01062	gene	1140	bepF_2			
GMFCDEOL_01062	CDS	1140	bepF_2			Efflux pump periplasmic linker BepF
GMFCDEOL_01063	gene	3123	bepE_2			
GMFCDEOL_01063	CDS	3123	bepE_2			multidrug efflux RND transporter permease subunit BepE
GMFCDEOL_01064	gene	450				
GMFCDEOL_01064	CDS	450				hypothetical protein
GMFCDEOL_01065	gene	777	amn			
GMFCDEOL_01065	CDS	777	amn	3.2.2.4	COG0775	AMP nucleosidase
GMFCDEOL_01066	gene	1020				
GMFCDEOL_01066	CDS	1020				hypothetical protein
GMFCDEOL_01067	gene	240				
GMFCDEOL_01067	CDS	240				hypothetical protein
GMFCDEOL_01068	gene	456				
GMFCDEOL_01068	CDS	456				hypothetical protein
GMFCDEOL_01069	gene	141				
GMFCDEOL_01069	CDS	141				hypothetical protein
GMFCDEOL_01070	gene	777	pyrK_1			
GMFCDEOL_01070	CDS	777	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
GMFCDEOL_01071	gene	912	pyrD_1			
GMFCDEOL_01071	CDS	912	pyrD_1	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
GMFCDEOL_01072	gene	678	trmD			
GMFCDEOL_01072	CDS	678	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
GMFCDEOL_01073	gene	1998	ligA			
GMFCDEOL_01073	CDS	1998	ligA	6.5.1.2	COG0272	DNA ligase
GMFCDEOL_01074	gene	894	dapA			
GMFCDEOL_01074	CDS	894	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GMFCDEOL_01075	gene	75				
GMFCDEOL_01075	tRNA	75				tRNA-Arg(acg)
GMFCDEOL_01076	gene	75				
GMFCDEOL_01076	tRNA	75				tRNA-Arg(acg)
GMFCDEOL_01077	gene	75				
GMFCDEOL_01077	tRNA	75				tRNA-Arg(acg)
GMFCDEOL_01078	gene	2253				
GMFCDEOL_01078	CDS	2253				hypothetical protein
GMFCDEOL_01079	gene	2046	htpG_1			
GMFCDEOL_01079	CDS	2046	htpG_1		COG0326	Chaperone protein HtpG
GMFCDEOL_01080	gene	2535	clpC			
GMFCDEOL_01080	CDS	2535	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
GMFCDEOL_01081	gene	2538	gyrA_1			
GMFCDEOL_01081	CDS	2538	gyrA_1			DNA gyrase subunit A GyrA
GMFCDEOL_01082	gene	1215				
GMFCDEOL_01082	CDS	1215				hypothetical protein
GMFCDEOL_01083	gene	1122				
GMFCDEOL_01083	CDS	1122				hypothetical protein
GMFCDEOL_01084	gene	285				
GMFCDEOL_01084	CDS	285				hypothetical protein
GMFCDEOL_01085	gene	837				
GMFCDEOL_01085	CDS	837				hypothetical protein
GMFCDEOL_01086	gene	1824				
GMFCDEOL_01086	CDS	1824				hypothetical protein
GMFCDEOL_01087	gene	711	ycf3			
GMFCDEOL_01087	CDS	711	ycf3			Photosystem I assembly protein Ycf3
GMFCDEOL_01088	gene	1026				
GMFCDEOL_01088	CDS	1026				hypothetical protein
GMFCDEOL_01089	gene	984				
GMFCDEOL_01089	CDS	984				hypothetical protein
GMFCDEOL_01090	gene	1074				
GMFCDEOL_01090	CDS	1074				hypothetical protein
GMFCDEOL_01091	gene	870				
GMFCDEOL_01091	CDS	870			COG1721	putative protein
GMFCDEOL_01092	gene	996	moxR1_1			
GMFCDEOL_01092	CDS	996	moxR1_1		COG0714	Chaperone MoxR1
GMFCDEOL_01093	gene	1404	ihfA			
GMFCDEOL_01093	CDS	1404	ihfA			Integration host factor subunit alpha
GMFCDEOL_01094	gene	291				
GMFCDEOL_01094	CDS	291			COG0776	DNA-binding protein HU
GMFCDEOL_01095	gene	1299	rimO			
GMFCDEOL_01095	CDS	1299	rimO	2.8.4.4	COG0621	Ribosomal protein uS12 methylthiotransferase RimO
GMFCDEOL_01096	gene	960	ftsY			
GMFCDEOL_01096	CDS	960	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
GMFCDEOL_01097	gene	159				
GMFCDEOL_01097	CDS	159				hypothetical protein
GMFCDEOL_01098	gene	189	rpmG1			
GMFCDEOL_01098	CDS	189	rpmG1		COG0267	Large ribosomal subunit protein bL33A
GMFCDEOL_01099	gene	261	rpmB			
GMFCDEOL_01099	CDS	261	rpmB			Large ribosomal subunit protein bL28
GMFCDEOL_01100	gene	1233	pncC			
GMFCDEOL_01100	CDS	1233	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
GMFCDEOL_01101	gene	1020	tsaD			
GMFCDEOL_01101	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GMFCDEOL_01102	gene	4437				
GMFCDEOL_01102	CDS	4437				hypothetical protein
GMFCDEOL_01103	gene	381	yccF			
GMFCDEOL_01103	CDS	381	yccF		COG3304	Inner membrane protein YccF
GMFCDEOL_01104	gene	1494	proS			
GMFCDEOL_01104	CDS	1494	proS	6.1.1.15	COG0442	Proline--tRNA ligase
GMFCDEOL_01105	gene	765				
GMFCDEOL_01105	CDS	765				hypothetical protein
GMFCDEOL_01106	gene	735				
GMFCDEOL_01106	CDS	735				hypothetical protein
GMFCDEOL_01107	gene	3234	tri1_1			
GMFCDEOL_01107	CDS	3234	tri1_1	3.4.21.-	COG0793	Tricorn protease 
GMFCDEOL_01108	gene	74				
GMFCDEOL_01108	tRNA	74				tRNA-Gly(ccc)
GMFCDEOL_01109	gene	612	cobP			
GMFCDEOL_01109	CDS	612	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
GMFCDEOL_01110	gene	1038	cobT			
GMFCDEOL_01110	CDS	1038	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GMFCDEOL_01111	gene	744	cobS			
GMFCDEOL_01111	CDS	744	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
GMFCDEOL_01112	gene	591				
GMFCDEOL_01112	CDS	591				hypothetical protein
GMFCDEOL_01113	gene	966	cobD_1			
GMFCDEOL_01113	CDS	966	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
GMFCDEOL_01114	gene	1014	cobD_2			
GMFCDEOL_01114	CDS	1014	cobD_2	4.1.1.81		Threonine-phosphate decarboxylase
GMFCDEOL_01115	gene	1488	cobQ			
GMFCDEOL_01115	CDS	1488	cobQ			Cobyric acid synthase
GMFCDEOL_01116	gene	246				
GMFCDEOL_01116	CDS	246				hypothetical protein
GMFCDEOL_01117	gene	573				
GMFCDEOL_01117	CDS	573				hypothetical protein
GMFCDEOL_01118	gene	348				
GMFCDEOL_01118	CDS	348				hypothetical protein
GMFCDEOL_01119	gene	324				
GMFCDEOL_01119	CDS	324				hypothetical protein
GMFCDEOL_01120	gene	1449				
GMFCDEOL_01120	CDS	1449				hypothetical protein
GMFCDEOL_01121	gene	999	emrA_2			
GMFCDEOL_01121	CDS	999	emrA_2			Colistin resistance protein EmrA
GMFCDEOL_01122	gene	1173				
GMFCDEOL_01122	CDS	1173				hypothetical protein
GMFCDEOL_01123	gene	1191				
GMFCDEOL_01123	CDS	1191				hypothetical protein
GMFCDEOL_01124	gene	1902	rcsC_10			
GMFCDEOL_01124	CDS	1902	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
GMFCDEOL_01125	gene	573	yvqK			
GMFCDEOL_01125	CDS	573	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
GMFCDEOL_01126	gene	1335	cbiA			
GMFCDEOL_01126	CDS	1335	cbiA	6.3.5.11		Cobyrinate a,c-diamide synthase
GMFCDEOL_01127	gene	735				
GMFCDEOL_01127	CDS	735				hypothetical protein
GMFCDEOL_01128	gene	486	yjjB_1			
GMFCDEOL_01128	CDS	486	yjjB_1		COG3610	putative succinate transporter subunit YjjB
GMFCDEOL_01129	gene	768	yjjP_1			
GMFCDEOL_01129	CDS	768	yjjP_1		COG2966	putative succinate transporter subunit YjjP
GMFCDEOL_01130	gene	144				
GMFCDEOL_01130	CDS	144				hypothetical protein
GMFCDEOL_01131	gene	2076	cirA_1			
GMFCDEOL_01131	CDS	2076	cirA_1		COG4771	Colicin I receptor
GMFCDEOL_01132	gene	918	cbiK			
GMFCDEOL_01132	CDS	918	cbiK	4.99.1.3		Sirohydrochlorin cobaltochelatase
GMFCDEOL_01133	gene	2355	cntO_1			
GMFCDEOL_01133	CDS	2355	cntO_1			Metal-pseudopaline receptor CntO
GMFCDEOL_01134	gene	1473				
GMFCDEOL_01134	CDS	1473				hypothetical protein
GMFCDEOL_01135	gene	1410	cysG_1			
GMFCDEOL_01135	CDS	1410	cysG_1	4.99.1.4		Siroheme synthase
GMFCDEOL_01136	gene	1239	cbiET			
GMFCDEOL_01136	CDS	1239	cbiET			Cobalamin biosynthesis bifunctional protein CbiET
GMFCDEOL_01137	gene	1800	cysG_2			
GMFCDEOL_01137	CDS	1800	cysG_2	4.99.1.4		Siroheme synthase
GMFCDEOL_01138	gene	1902	cbiD			
GMFCDEOL_01138	CDS	1902	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
GMFCDEOL_01139	gene	675				
GMFCDEOL_01139	CDS	675				hypothetical protein
GMFCDEOL_01140	gene	603				
GMFCDEOL_01140	CDS	603				hypothetical protein
GMFCDEOL_01141	gene	885				
GMFCDEOL_01141	CDS	885				hypothetical protein
GMFCDEOL_01142	gene	1041				
GMFCDEOL_01142	CDS	1041				hypothetical protein
GMFCDEOL_01143	gene	2112				
GMFCDEOL_01143	CDS	2112				hypothetical protein
GMFCDEOL_01144	gene	1026				
GMFCDEOL_01144	CDS	1026				hypothetical protein
GMFCDEOL_01145	gene	1557				
GMFCDEOL_01145	CDS	1557				hypothetical protein
GMFCDEOL_01146	gene	1053	mfa2			
GMFCDEOL_01146	CDS	1053	mfa2			Minor fimbrium anchoring subunit Mfa2
GMFCDEOL_01147	gene	1632				
GMFCDEOL_01147	CDS	1632				hypothetical protein
GMFCDEOL_01148	gene	1401				
